Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-09,North Wales Police,WCW08,0,0,1,2,33,2,11,8,2,3,0
2012-09,North Wales Police,WCW09,0,0,1,1,4,1,0,1,0,0,0
2012-09,North Wales Police,YMW20,1,0,0,0,0,0,0,1,0,0,0
2012-09,North Wales Police,YMW21,1,0,1,1,1,1,0,1,0,0,0
2012-09,North Wales Police,YMW26,0,0,0,1,1,1,0,0,1,0,1
2012-09,North Wales Police,YMW27,0,0,0,3,9,0,0,2,0,4,0
2012-09,North Wales Police,GSW19,0,0,1,1,11,2,1,1,0,0,0
2012-09,North Wales Police,GSW18,0,0,0,3,5,1,0,1,0,0,0
2012-09,North Wales Police,GSW17,1,0,0,0,2,2,0,3,0,0,0
2012-09,North Wales Police,GSW16,0,0,0,1,1,1,0,1,0,0,0
2012-09,North Wales Police,GSW15,0,0,0,3,15,4,2,2,1,2,1
2012-09,North Wales Police,GSW14,0,0,0,4,3,2,0,4,0,0,0
2012-09,North Wales Police,GSW13,0,0,0,0,0,0,0,0,0,0,0
2012-09,North Wales Police,GSW12,1,0,1,1,2,1,0,0,0,0,0
2012-09,North Wales Police,GSW11,0,0,0,0,5,0,0,0,0,1,0
2012-09,North Wales Police,GSW10,0,0,0,0,0,0,0,0,0,0,0
2012-09,North Wales Police,CRW03,0,0,0,1,2,1,0,0,0,0,0
2012-09,North Wales Police,CRW02,0,0,0,1,1,0,0,0,0,0,0
2012-09,North Wales Police,CRW01,2,0,1,1,2,1,0,0,0,1,0
2012-09,North Wales Police,WXW15,3,0,0,6,12,8,0,3,0,1,2
2012-09,North Wales Police,CRW07,1,0,0,5,23,1,2,0,0,0,1
2012-09,North Wales Police,CRW06,0,0,2,0,3,0,0,0,1,0,0
2012-09,North Wales Police,CRW05,0,0,0,0,2,3,0,0,0,1,1
